model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,revised,bleu,calls,prompt_tokens,completion_tokens,total_tokens
llama_3_1_8b,shared54,8742,anger,HHL,H,H,L,1,5.7,12,13058,3417,16475
llama_3_1_8b,shared54,5216,anger,HHL,H,H,L,1,5.29,10,21353,2680,24033
llama_3_1_8b,shared54,3542,anger,HHL,H,H,L,1,5.93,12,14591,3696,18287
llama_3_1_8b,shared54,12535,anger,HHL,H,H,L,1,7.11,12,12831,3196,16027
llama_3_1_8b,shared54,1268,anger,HHL,H,H,L,1,12.61,11,13296,3447,16743
llama_3_1_8b,shared54,15423,anger,HHL,H,H,L,1,11.76,12,15497,3936,19433
llama_3_1_8b,shared54,7288,anger,HHL,H,H,L,1,7.465,12,16455,4069,20524
llama_3_1_8b,shared54,6539,anger,HHL,H,H,L,1,7.42,9,48984,4367,53351
llama_3_1_8b,shared54,15083,anger,HHL,H,H,L,1,3.1,12,16167,3825,19992
llama_3_1_8b,shared54,11457,anger,HHL,H,H,L,1,6.23,12,21489,3824,25313
llama_3_1_8b,shared54,10000,anger,HHL,H,H,L,1,2.81,12,20801,4289,25090
llama_3_1_8b,shared54,7457,anger,HHL,H,H,L,1,5.043333333333333,12,43527,5762,49289
llama_3_1_8b,shared54,7304,anger,HHL,H,H,L,1,4.13,12,16440,3911,20351
llama_3_1_8b,shared54,775,anger,HHL,H,H,L,1,8.0,11,51528,4308,55836
llama_3_1_8b,shared54,6328,anger,HHL,H,H,L,1,5.11,12,21659,3862,25521
llama_3_1_8b,shared54,13056,anger,HHL,H,H,L,1,3.45,12,48763,4343,53106
llama_3_1_8b,shared54,3648,anger,HHH,H,H,H,1,5.25,11,13837,3523,17360
llama_3_1_8b,shared54,819,anger,HHH,H,H,H,1,4.145,12,67189,4350,71539
llama_3_1_8b,shared54,9012,anger,HHH,H,H,H,1,3.51,11,24528,4403,28931
llama_3_1_8b,shared54,8024,anger,HHH,H,H,H,1,2.26,12,28066,4027,32093
llama_3_1_8b,shared54,7314,anger,HHH,H,H,H,1,3.69,12,17795,3790,21585
llama_3_1_8b,shared54,4572,anger,HHH,H,H,H,1,5.335,12,15656,3919,19575
llama_3_1_8b,shared54,3358,anger,HHH,H,H,H,1,5.25,11,152053,6105,158158
llama_3_1_8b,shared54,17870,anger,HHH,H,H,H,1,0.14,12,44648,4366,49014
llama_3_1_8b,shared54,2848,anger,HHH,H,H,H,1,3.26,12,13218,3832,17050
llama_3_1_8b,shared54,13825,anger,HHH,H,H,H,1,3.93,12,44308,4983,49291
llama_3_1_8b,shared54,1041,anger,HHH,H,H,H,1,20.045,12,24357,4497,28854
llama_3_1_8b,shared54,976,anger,HHH,H,H,H,1,4.83,12,30692,4037,34729
llama_3_1_8b,shared54,3070,anger,HHH,H,H,H,1,3.41,12,13584,3584,17168
llama_3_1_8b,shared54,7164,anger,HHH,H,H,H,1,4.17,10,17518,3993,21511
llama_3_1_8b,shared54,7623,anger,HHH,H,H,H,1,2.4033333333333333,12,20600,4161,24761
llama_3_1_8b,shared54,16559,anger,HHH,H,H,H,1,3.1,10,21604,3732,25336
llama_3_1_8b,shared54,869,anger,HHH,H,H,H,1,9.575,12,25237,5510,30747
llama_3_1_8b,shared54,6515,anger,HHH,H,H,H,1,4.09,11,21797,3951,25748
llama_3_1_8b,shared54,17856,anger,HHH,H,H,H,1,6.08,11,20337,3369,23706
llama_3_1_8b,shared54,13746,anger,HHH,H,H,H,1,17.28,11,22180,3873,26053
llama_3_1_8b,shared54,7223,anger,HHH,H,H,H,1,4.01,9,23718,3227,26945
llama_3_1_8b,shared54,14719,anger,HHH,H,H,H,1,4.62,12,16024,3897,19921
llama_3_1_8b,shared54,9115,anger,HHH,H,H,H,1,3.54,12,14406,4471,18877
llama_3_1_8b,shared54,212,anger,HHH,H,H,H,1,5.083333333333333,12,20510,3742,24252
llama_3_1_8b,shared54,5231,anger,HHH,H,H,H,1,3.5233333333333334,12,29649,4530,34179
llama_3_1_8b,shared54,13848,anger,HHH,H,H,H,1,1.625,12,17141,4125,21266
llama_3_1_8b,shared54,11149,anger,HHH,H,H,H,1,0.0,11,15211,3231,18442
llama_3_1_8b,shared54,9105,anger,HHH,H,H,H,1,21.8,12,21413,3868,25281
llama_3_1_8b,shared54,5094,anger,HHH,H,H,H,1,3.4033333333333338,12,18219,4322,22541
llama_3_1_8b,shared54,7055,anger,HHH,H,H,H,1,5.43,12,31147,4467,35614
llama_3_1_8b,shared54,11029,anger,HHH,H,H,H,1,0.0,12,40511,4520,45031
llama_3_1_8b,shared54,3349,anger,HHH,H,H,H,1,1.11,11,34291,5351,39642
llama_3_1_8b,shared54,3039,anger,HHH,H,H,H,1,4.25,11,20388,3436,23824
llama_3_1_8b,shared54,12449,anger,HHH,H,H,H,1,8.13,12,23476,4904,28380
llama_3_1_8b,shared54,3169,anger,HHH,H,H,H,1,5.68,11,17676,3997,21673
llama_3_1_8b,shared54,11763,anger,HHH,H,H,H,1,16.369999999999997,12,15500,4291,19791
llama_3_1_8b,shared54,11270,anger,HHH,H,H,H,1,5.505,11,20598,3472,24070
llama_3_1_8b,shared54,8667,anger,HHH,H,H,H,1,4.35,11,19123,3417,22540
llama_3_1_8b,shared54,1423,anger,HHH,H,H,H,1,5.56,12,27814,4592,32406
llama_3_1_8b,shared54,15054,anger,HHH,H,H,H,1,4.53,12,102695,6625,109320
llama_3_1_8b,shared54,17571,anger,HHH,H,H,H,1,5.54,12,16164,3208,19372
llama_3_1_8b,shared54,4090,anger,HHH,H,H,H,1,4.37,12,40823,3890,44713
llama_3_1_8b,shared54,12403,anger,HHH,H,H,H,1,3.93,10,16378,3777,20155
llama_3_1_8b,shared54,2582,anger,HHH,H,H,H,1,5.2,12,16190,4186,20376
llama_3_1_8b,shared54,18089,anger,HHH,H,H,H,1,10.45,12,21090,3645,24735
llama_3_1_8b,shared54,9606,anger,HHH,H,H,H,1,3.63,12,14549,3682,18231
llama_3_1_8b,shared54,11850,anger,HHH,H,H,H,1,12.88,10,13431,2839,16270
llama_3_1_8b,shared54,6300,anger,HHH,H,H,H,1,4.02,11,32873,4609,37482
llama_3_1_8b,shared54,2279,anger,HHH,H,H,H,1,4.04,12,20568,4150,24718
llama_3_1_8b,shared54,1501,anger,HHH,H,H,H,1,5.03,12,18206,3871,22077
llama_3_1_8b,shared54,7467,anger,HHH,H,H,H,1,6.02,11,20427,3499,23926
llama_3_1_8b,shared54,9482,anger,HHH,H,H,H,1,5.22,12,13165,3517,16682
llama_3_1_8b,shared54,2614,anger,HHH,H,H,H,1,2.96,11,15730,3302,19032
llama_3_1_8b,shared54,7628,anger,HHH,H,H,H,1,9.56,11,52816,4084,56900
llama_3_1_8b,shared54,3309,anger,HHH,H,H,H,1,4.37,12,18459,4322,22781
llama_3_1_8b,shared54,12455,anger,HHH,H,H,H,1,3.84,11,18660,3603,22263
llama_3_1_8b,shared54,9108,anger,HHH,H,H,H,1,0.01,12,29106,4155,33261
llama_3_1_8b,shared54,14857,anger,HHH,H,H,H,1,4.64,12,13375,3410,16785
llama_3_1_8b,shared54,11954,anger,HHH,H,H,H,1,3.87,12,17540,4516,22056
llama_3_1_8b,shared54,5329,anger,HHH,H,H,H,1,3.44,12,28032,5112,33144
llama_3_1_8b,shared54,12130,anger,HHH,H,H,H,1,15.94,12,51360,6684,58044
llama_3_1_8b,shared54,11641,anger,HHH,H,H,H,1,2.895,12,18514,3617,22131
llama_3_1_8b,shared54,6865,anger,HHH,H,H,H,1,4.13,12,36592,3711,40303
llama_3_1_8b,shared54,8748,anger,HHH,H,H,H,1,0.35,12,52608,4530,57138
llama_3_1_8b,shared54,2339,anger,HHH,H,H,H,1,7.29,11,129534,5244,134778
llama_3_1_8b,shared54,5607,anger,HHH,H,H,H,1,6.72,12,17543,3266,20809
llama_3_1_8b,shared54,17502,anger,HHH,H,H,H,1,6.96,12,20354,3820,24174
llama_3_1_8b,shared54,8021,anger,HHH,H,H,H,1,5.84,10,23791,3349,27140
llama_3_1_8b,shared54,5354,anger,HHH,H,H,H,1,6.2,12,14854,4428,19282
llama_3_1_8b,shared54,15147,anger,HHH,H,H,H,1,4.19,12,12749,3457,16206
llama_3_1_8b,shared54,12433,anger,HHH,H,H,H,1,11.8,11,19591,3357,22948
llama_3_1_8b,shared54,8845,anger,HHH,H,H,H,1,3.18,11,22619,4253,26872
llama_3_1_8b,shared54,7196,anger,HHH,H,H,H,1,9.82,10,17101,2932,20033
llama_3_1_8b,shared54,10626,anger,HHH,H,H,H,1,3.4,10,23072,3804,26876
llama_3_1_8b,shared54,1832,anger,HHH,H,H,H,1,5.07,12,36933,6339,43272
llama_3_1_8b,shared54,7505,anger,HHH,H,H,H,1,2.92,11,27114,3996,31110
llama_3_1_8b,shared54,1051,anger,HHH,H,H,H,1,17.38,8,35594,4149,39743
llama_3_1_8b,shared54,10336,anger,HHH,H,H,H,1,9.05,12,13023,3375,16398
llama_3_1_8b,shared54,13145,anger,HHH,H,H,H,1,6.045,11,30744,3242,33986
llama_3_1_8b,shared54,8773,anger,HHH,H,H,H,1,2.74,12,17531,3213,20744
llama_3_1_8b,shared54,2168,anger,HHH,H,H,H,1,2.09,12,24079,3660,27739
llama_3_1_8b,shared54,6913,anger,HHH,H,H,H,1,3.6,11,16410,3325,19735
llama_3_1_8b,shared54,10311,anger,HHH,H,H,H,1,4.13,12,14177,4004,18181
llama_3_1_8b,shared54,6967,anger,HHH,H,H,H,1,6.2525,12,29985,4952,34937
llama_3_1_8b,shared54,16358,anger,HHH,H,H,H,1,5.54,12,16613,3894,20507
llama_3_1_8b,shared54,12964,anger,HHH,H,H,H,1,11.94,12,14168,3588,17756
llama_3_1_8b,shared54,15035,anger,HHH,H,H,H,1,12.0,12,20106,3533,23639
llama_3_1_8b,shared54,4681,anger,HHH,H,H,H,1,5.34,12,13779,3631,17410
llama_3_1_8b,shared54,8679,anger,HHH,H,H,H,1,4.185,11,20032,3949,23981
llama_3_1_8b,shared54,4575,anger,HHH,H,H,H,1,11.29,12,17029,3688,20717
llama_3_1_8b,shared54,8081,anger,HHH,H,H,H,1,5.3,11,16244,3700,19944
llama_3_1_8b,shared54,17661,anger,HHH,H,H,H,1,7.35,12,13926,3489,17415
llama_3_1_8b,shared54,8609,anger,HHH,H,H,H,1,5.78,12,15913,3512,19425
llama_3_1_8b,shared54,14038,anger,HHH,H,H,H,1,2.27,11,28729,5777,34506
llama_3_1_8b,shared54,13087,anger,HHH,H,H,H,1,4.25,12,15412,3537,18949
llama_3_1_8b,shared54,11861,anger,HHH,H,H,H,1,0.0,10,21288,3248,24536
llama_3_1_8b,shared54,7186,anger,HHH,H,H,H,1,3.31,10,20757,2981,23738
llama_3_1_8b,shared54,4532,anger,HHH,H,H,H,1,4.984999999999999,12,33867,4604,38471
llama_3_1_8b,shared54,16696,anger,HHH,H,H,H,1,5.9825,12,25862,3879,29741
llama_3_1_8b,shared54,16171,anger,HHH,H,H,H,1,10.746666666666668,11,33762,4344,38106
llama_3_1_8b,shared54,2978,anger,HHH,H,H,H,1,5.81,12,16144,3585,19729
llama_3_1_8b,shared54,1543,anger,HHH,H,H,H,1,3.83,11,23349,3840,27189
llama_3_1_8b,shared54,3592,anger,HHH,H,H,H,1,5.19,12,19202,4503,23705
llama_3_1_8b,shared54,5008,anger,HHH,H,H,H,1,3.62,12,24046,4494,28540
llama_3_1_8b,shared54,5242,anger,HHH,H,H,H,1,5.92,12,17137,4103,21240
llama_3_1_8b,shared54,13833,anger,HHH,H,H,H,1,4.91,12,12755,3155,15910
llama_3_1_8b,shared54,2081,anger,HHH,H,H,H,1,5.07,12,15485,4219,19704
llama_3_1_8b,shared54,12608,anger,HHH,H,H,H,1,9.32,11,18060,3468,21528
llama_3_1_8b,shared54,12504,anger,HHH,H,H,H,1,5.18,11,15599,3645,19244
llama_3_1_8b,shared54,15337,anger,HHH,H,H,H,1,2.87,12,40823,4695,45518
llama_3_1_8b,shared54,17338,anger,HHH,H,H,H,1,4.2,12,13945,3778,17723
llama_3_1_8b,shared54,8238,anger,HHH,H,H,H,1,4.68,11,25894,3948,29842
llama_3_1_8b,shared54,18128,anger,HHH,H,H,H,1,6.18,10,24335,3087,27422
llama_3_1_8b,shared54,376,anger,HHH,H,H,H,1,1.41,11,19225,3434,22659
llama_3_1_8b,shared54,3753,anger,HHH,H,H,H,1,5.19,11,23860,3482,27342
llama_3_1_8b,shared54,17595,anger,HHH,H,H,H,1,6.57,11,20698,3114,23812
llama_3_1_8b,shared54,8743,anger,HHH,H,H,H,1,6.74,11,22982,3385,26367
llama_3_1_8b,shared54,11146,anger,HHH,H,H,H,1,0.49,11,16769,3607,20376
llama_3_1_8b,shared54,3655,anger,HHH,H,H,H,1,4.95,12,15302,3845,19147
llama_3_1_8b,shared54,9617,anger,HHH,H,H,H,1,4.13,12,13740,3569,17309
llama_3_1_8b,shared54,14246,anger,HHH,H,H,H,1,17.16,11,21644,3002,24646
llama_3_1_8b,shared54,5182,anger,HHH,H,H,H,1,9.71,12,54013,6439,60452
llama_3_1_8b,shared54,14867,anger,HHH,H,H,H,1,36.0,12,17449,3809,21258
llama_3_1_8b,shared54,106,anger,HHH,H,H,H,1,5.54,11,15837,3344,19181
llama_3_1_8b,shared54,8630,anger,HHH,H,H,H,1,4.47,12,19462,3567,23029
llama_3_1_8b,shared54,16403,anger,HHH,H,H,H,1,5.75,11,190004,5506,195510
llama_3_1_8b,shared54,5854,anger,HHH,H,H,H,1,9.26,12,16148,4174,20322
llama_3_1_8b,shared54,16635,anger,HHH,H,H,H,1,3.46,12,18257,4658,22915
llama_3_1_8b,shared54,3486,anger,HHH,H,H,H,1,4.865,12,13991,3717,17708
llama_3_1_8b,shared54,9779,anger,HHH,H,H,H,1,4.25,12,19995,3424,23419
llama_3_1_8b,shared54,6517,anger,HHH,H,H,H,1,3.54,12,20636,4570,25206
llama_3_1_8b,shared54,12252,anger,HHH,H,H,H,1,16.12,12,39495,4670,44165
llama_3_1_8b,shared54,5293,anger,HHH,H,H,H,1,3.54,12,13051,3909,16960
llama_3_1_8b,shared54,17674,anger,HHH,H,H,H,1,1.38,11,35660,5480,41140
llama_3_1_8b,shared54,17378,anger,HHH,H,H,H,1,3.67,12,13127,3668,16795
llama_3_1_8b,shared54,18,anger,HHH,H,H,H,1,6.0,12,60058,3665,63723
llama_3_1_8b,shared54,10621,anger,HHH,H,H,H,1,8.58,10,43264,4709,47973
llama_3_1_8b,shared54,16010,anger,HHH,H,H,H,1,2.84,12,17003,4403,21406
llama_3_1_8b,shared54,638,anger,HHH,H,H,H,1,7.84,12,16452,4094,20546
llama_3_1_8b,shared54,3665,anger,HHH,H,H,H,1,3.42,12,21834,5349,27183
llama_3_1_8b,shared54,11894,anger,HHH,H,H,H,1,3.21,10,33261,4038,37299
llama_3_1_8b,shared54,10076,anger,HHH,H,H,H,1,14.59,12,14591,3420,18011
llama_3_1_8b,shared54,7846,anger,HHH,H,H,H,1,5.85,11,14963,3108,18071
llama_3_1_8b,shared54,1898,anger,HHH,H,H,H,1,4.48,12,18935,4020,22955
llama_3_1_8b,shared54,7892,anger,HHH,H,H,H,1,3.2,12,57650,5203,62853
llama_3_1_8b,shared54,2580,anger,HHH,H,H,H,1,4.64,12,28324,4745,33069
llama_3_1_8b,shared54,2806,anger,HHH,H,H,H,1,5.74,12,19638,4441,24079
llama_3_1_8b,shared54,15924,anger,HHH,H,H,H,1,2.34,11,46838,3481,50319
llama_3_1_8b,shared54,2267,anger,HHH,H,H,H,1,5.66,12,61008,4820,65828
llama_3_1_8b,shared54,17455,anger,HHH,H,H,H,1,5.96,11,23526,3706,27232
llama_3_1_8b,shared54,4120,anger,HHH,H,H,H,1,6.98,12,14280,3684,17964
llama_3_1_8b,shared54,4207,anger,HHH,H,H,H,1,5.37,12,15364,3969,19333
llama_3_1_8b,shared54,15574,anger,HHH,H,H,H,1,13.174999999999999,12,18105,4153,22258
llama_3_1_8b,shared54,18015,anger,HHH,H,H,H,1,5.22,11,24386,4272,28658
llama_3_1_8b,shared54,5410,anger,HHH,H,H,H,1,7.09,11,32869,4648,37517
llama_3_1_8b,shared54,8685,anger,HHH,H,H,H,1,7.455,10,16432,3110,19542
llama_3_1_8b,shared54,17290,anger,HHH,H,H,H,1,5.26,12,13756,4666,18422
llama_3_1_8b,shared54,13865,anger,HHH,H,H,H,1,6.07,10,36202,5030,41232
llama_3_1_8b,shared54,6940,anger,HHH,H,H,H,1,8.7,12,14348,3496,17844
llama_3_1_8b,shared54,17671,anger,HHH,H,H,H,1,7.03,12,125541,4135,129676
llama_3_1_8b,shared54,6591,anger,HHH,H,H,H,1,4.234,12,17866,3933,21799
llama_3_1_8b,shared54,10214,anger,HHH,H,H,H,1,4.53,12,16125,3863,19988
llama_3_1_8b,shared54,13074,anger,HHH,H,H,H,1,3.19,12,18467,4862,23329
llama_3_1_8b,shared54,12236,anger,HHH,H,H,H,1,6.9,11,24945,3678,28623
llama_3_1_8b,shared54,14355,anger,HHH,H,H,H,1,5.28,12,14830,3356,18186
llama_3_1_8b,shared54,16959,anger,HHH,H,H,H,1,3.28,12,23644,3863,27507
llama_3_1_8b,shared54,14794,anger,HHH,H,H,H,1,7.43,11,20968,3365,24333
llama_3_1_8b,shared54,3965,anger,HHH,H,H,H,1,4.2675,11,19104,3693,22797
llama_3_1_8b,shared54,8123,anger,HHH,H,H,H,1,4.19,10,16158,3308,19466
llama_3_1_8b,shared54,7362,anger,HHH,H,H,H,1,6.22,12,20207,4940,25147
llama_3_1_8b,shared54,2098,anger,HHH,H,H,H,1,2.76,12,22843,4005,26848
llama_3_1_8b,shared54,11078,anger,HHH,H,H,H,1,3.9,12,32214,5216,37430
llama_3_1_8b,shared54,689,anger,HHH,H,H,H,1,5.25,10,104254,5502,109756
llama_3_1_8b,shared54,7540,anger,HHH,H,H,H,1,13.69,11,16950,3697,20647
llama_3_1_8b,shared54,7216,anger,HHH,H,H,H,1,3.44,12,18083,3300,21383
llama_3_1_8b,shared54,235,anger,HHH,H,H,H,1,4.35,10,40789,3024,43813
llama_3_1_8b,shared54,2326,anger,HHH,H,H,H,1,15.23,12,17247,4099,21346
llama_3_1_8b,shared54,1929,anger,HHH,H,H,H,1,4.57,12,14902,3812,18714
llama_3_1_8b,shared54,7501,anger,HHH,H,H,H,1,4.15,11,27563,4062,31625
llama_3_1_8b,shared54,2208,anger,HHH,H,H,H,1,5.25,12,20016,3949,23965
llama_3_1_8b,shared54,1029,anger,HHH,H,H,H,1,4.895,10,37241,4650,41891
llama_3_1_8b,shared54,10827,anger,HHH,H,H,H,1,3.54,12,23954,4152,28106
llama_3_1_8b,shared54,2321,anger,HHH,H,H,H,1,2.925,10,28851,4519,33370
llama_3_1_8b,shared54,16847,anger,HHH,H,H,H,1,6.02,12,12641,3299,15940
llama_3_1_8b,shared54,7798,anger,HHH,H,H,H,1,4.779999999999999,11,15900,3422,19322
llama_3_1_8b,shared54,9125,anger,HHH,H,H,H,1,4.9,12,22338,3971,26309
llama_3_1_8b,shared54,15906,anger,HHH,H,H,H,1,6.54,11,23562,3220,26782
llama_3_1_8b,shared54,7020,anger,HHH,H,H,H,1,4.83,11,13108,3599,16707
llama_3_1_8b,shared54,17669,anger,HHH,H,H,H,1,6.84,12,16946,3778,20724
llama_3_1_8b,shared54,4335,anger,HHH,H,H,H,1,4.13,12,18514,4704,23218
llama_3_1_8b,shared54,15488,anger,HHH,H,H,H,1,4.64,11,12477,3070,15547
llama_3_1_8b,shared54,7962,anger,HHH,H,H,H,1,3.52,12,59533,4811,64344
llama_3_1_8b,shared54,15498,anger,HHH,H,H,H,1,7.08,11,173404,5736,179140
llama_3_1_8b,shared54,13338,anger,HHH,H,H,H,1,6.715,12,16334,3523,19857
llama_3_1_8b,shared54,6239,anger,HHH,H,H,H,1,5.54,12,17903,3854,21757
llama_3_1_8b,shared54,3090,anger,HHH,H,H,H,1,5.75,12,21130,3870,25000
llama_3_1_8b,shared54,3176,anger,HHH,H,H,H,1,12.616666666666667,12,83830,6182,90012
llama_3_1_8b,shared54,14124,anger,HHH,H,H,H,1,8.1,12,39078,5546,44624
llama_3_1_8b,shared54,11609,anger,HHH,H,H,H,1,5.79,12,14256,3562,17818
llama_3_1_8b,shared54,13879,anger,HHH,H,H,H,1,12.72,12,12962,3410,16372
llama_3_1_8b,shared54,13470,anger,HHH,H,H,H,1,13.754999999999999,11,16637,3362,19999
llama_3_1_8b,shared54,15303,anger,HHH,H,H,H,1,0.3,11,22722,3464,26186
llama_3_1_8b,shared54,1775,anger,HHH,H,H,H,1,5.43,12,19840,4654,24494
llama_3_1_8b,shared54,3224,anger,HHH,H,H,H,1,4.53,12,47332,5196,52528
llama_3_1_8b,shared54,1986,anger,HHH,H,H,H,1,9.86,11,35043,4115,39158
llama_3_1_8b,shared54,13193,anger,HHH,H,H,H,1,4.81,12,13824,4557,18381
llama_3_1_8b,shared54,11118,anger,HHH,H,H,H,1,3.9,12,13592,3445,17037
llama_3_1_8b,shared54,3580,anger,HHH,H,H,H,1,6.6,12,21743,3753,25496
llama_3_1_8b,shared54,8147,anger,HHH,H,H,H,1,10.78,11,69323,3366,72689
llama_3_1_8b,shared54,6278,anger,HHH,H,H,H,1,6.34,12,19464,4315,23779
llama_3_1_8b,shared54,6232,anger,HHH,H,H,H,1,6.2,12,66920,3890,70810
llama_3_1_8b,shared54,17573,anger,HHH,H,H,H,1,3.44,11,29662,3954,33616
llama_3_1_8b,shared54,14700,anger,HHH,H,H,H,1,5.94,12,54728,4527,59255
llama_3_1_8b,shared54,4593,anger,HHH,H,H,H,1,4.74,11,26224,3746,29970
llama_3_1_8b,shared54,13824,anger,HHH,H,H,H,1,4.85,12,22799,4497,27296
llama_3_1_8b,shared54,6012,anger,HHH,H,H,H,1,6.63,12,19550,4264,23814
llama_3_1_8b,shared54,9127,anger,HHH,H,H,H,1,4.66,11,12992,2873,15865
llama_3_1_8b,shared54,15159,anger,HHH,H,H,H,1,5.01,12,30368,4276,34644
llama_3_1_8b,shared54,8185,anger,HHH,H,H,H,1,8.04,11,26554,3514,30068
llama_3_1_8b,shared54,2470,anger,HHH,H,H,H,1,5.97,11,25490,3161,28651
llama_3_1_8b,shared54,14520,anger,HHH,H,H,H,1,6.35,12,24923,3685,28608
llama_3_1_8b,shared54,18033,anger,HHH,H,H,H,1,8.108333333333333,10,22958,4442,27400
llama_3_1_8b,shared54,3208,anger,HHH,H,H,H,1,4.53,12,19508,3451,22959
llama_3_1_8b,shared54,1657,anger,HHH,H,H,H,1,4.11,12,17868,4305,22173
llama_3_1_8b,shared54,17713,anger,HHH,H,H,H,1,4.68,12,17554,4238,21792
llama_3_1_8b,shared54,483,anger,HHH,H,H,H,1,4.21,12,20924,4325,25249
llama_3_1_8b,shared54,3056,anger,HHH,H,H,H,1,5.79,12,25386,3794,29180
llama_3_1_8b,shared54,7745,anger,HHH,H,H,H,1,2.13,12,57949,4790,62739
llama_3_1_8b,shared54,5449,anger,HHH,H,H,H,1,5.58,11,22118,4422,26540
llama_3_1_8b,shared54,13317,anger,HHH,H,H,H,1,5.45,12,15521,3804,19325
llama_3_1_8b,shared54,15913,anger,HHH,H,H,H,1,3.37,12,23821,4534,28355
llama_3_1_8b,shared54,15773,anger,HHH,H,H,H,1,39.03,12,22836,3730,26566
llama_3_1_8b,shared54,7004,anger,HHH,H,H,H,1,6.39,11,16682,3306,19988
llama_3_1_8b,shared54,13141,anger,HHH,H,H,H,1,1.46,11,20853,5098,25951
llama_3_1_8b,shared54,1921,anger,HHH,H,H,H,1,3.915,12,25979,4533,30512
llama_3_1_8b,shared54,5394,anger,HHH,H,H,H,1,6.57,12,22727,3736,26463
llama_3_1_8b,shared54,12418,anger,HHH,H,H,H,1,21.96,11,16002,3238,19240
llama_3_1_8b,shared54,70,anger,HHH,H,H,H,1,16.55,12,27527,4161,31688
llama_3_1_8b,shared54,12793,anger,HHH,H,H,H,1,18.4,12,14468,4324,18792
llama_3_1_8b,shared54,8690,anger,HHH,H,H,H,1,3.94,11,17247,4052,21299
llama_3_1_8b,shared54,14909,anger,HHH,H,H,H,1,18.33,12,16953,4441,21394
llama_3_1_8b,shared54,9347,anger,HHH,H,H,H,1,7.89,11,15175,3861,19036
llama_3_1_8b,shared54,13861,anger,HHH,H,H,H,1,12.13,11,12566,3098,15664
llama_3_1_8b,shared54,15947,anger,HHH,H,H,H,1,5.18,11,28335,4407,32742
llama_3_1_8b,shared54,5072,anger,HHH,H,H,H,1,3.1740000000000004,11,96095,6008,102103
llama_3_1_8b,shared54,6222,anger,HHH,H,H,H,1,5.39,12,20510,3605,24115
llama_3_1_8b,shared54,9722,anger,HHH,H,H,H,1,3.52,10,32358,3535,35893
llama_3_1_8b,shared54,7133,anger,HHH,H,H,H,1,0.0,12,14748,4168,18916
llama_3_1_8b,shared54,1916,anger,HHH,H,H,H,1,5.07,12,16215,4335,20550
llama_3_1_8b,shared54,17766,anger,HHH,H,H,H,1,3.93,11,18233,4251,22484
llama_3_1_8b,shared54,1997,anger,HHH,H,H,H,1,0.85,11,23178,3799,26977
llama_3_1_8b,shared54,10276,anger,HHH,H,H,H,1,1.27,12,14538,3773,18311
llama_3_1_8b,shared54,1873,anger,HHH,H,H,H,1,10.26,11,22461,4036,26497
llama_3_1_8b,shared54,1643,anger,HHH,H,H,H,1,4.21,11,33330,4297,37627
llama_3_1_8b,shared54,15623,anger,HHH,H,H,H,1,5.25,12,14172,4009,18181
llama_3_1_8b,shared54,16477,anger,HHH,H,H,H,1,6.3675,11,13410,3387,16797
llama_3_1_8b,shared54,17403,anger,HHH,H,H,H,1,1.74,12,17493,3782,21275
llama_3_1_8b,shared54,5158,anger,HHH,H,H,H,1,5.25,12,15162,3556,18718
llama_3_1_8b,shared54,1863,anger,HHH,H,H,H,1,4.525,12,39646,4110,43756
llama_3_1_8b,shared54,16640,anger,HHH,H,H,H,1,4.3,11,15261,3359,18620
llama_3_1_8b,shared54,2625,anger,HHH,H,H,H,1,3.54,12,30181,4268,34449
llama_3_1_8b,shared54,6089,anger,HHH,H,H,H,1,7.57,12,14726,3648,18374
llama_3_1_8b,shared54,2245,anger,HHH,H,H,H,1,5.35,9,41065,3363,44428
llama_3_1_8b,shared54,2226,anger,HHH,H,H,H,1,4.68,11,18123,4237,22360
llama_3_1_8b,shared54,7707,anger,HHH,H,H,H,1,5.77,12,28007,3862,31869
llama_3_1_8b,shared54,13230,anger,HHH,H,H,H,1,2.46,12,22009,4469,26478
llama_3_1_8b,shared54,3928,anger,HHH,H,H,H,1,4.35,11,41055,4517,45572
llama_3_1_8b,shared54,8067,anger,HHH,H,H,H,1,8.45,11,20390,3674,24064
llama_3_1_8b,shared54,1302,anger,HHH,H,H,H,1,22.490000000000002,12,14361,3422,17783
llama_3_1_8b,shared54,2686,anger,HHH,H,H,H,1,7.215,12,17344,4211,21555
llama_3_1_8b,shared54,13737,anger,HHH,H,H,H,1,2.57,10,22184,3837,26021
llama_3_1_8b,shared54,17130,anger,HHH,H,H,H,1,3.225,11,26848,3597,30445
llama_3_1_8b,shared54,10366,anger,HHH,H,H,H,1,3.84,11,16029,4311,20340
llama_3_1_8b,shared54,8544,anger,HHH,H,H,H,1,4.79,12,19963,3946,23909
llama_3_1_8b,shared54,6693,anger,HHH,H,H,H,1,3.58,12,15773,3613,19386
llama_3_1_8b,shared54,10295,anger,HHH,H,H,H,1,5.484999999999999,10,18114,3792,21906
llama_3_1_8b,shared54,7821,anger,HHH,H,H,H,1,5.4879999999999995,12,31759,5364,37123
llama_3_1_8b,shared54,8703,anger,HHH,H,H,H,1,3.03,12,31971,4495,36466
llama_3_1_8b,shared54,12969,anger,HHH,H,H,H,1,3.63,11,46024,4895,50919
